Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Lot Matrix,STTM22,SOUTHERN TIER THICK MINT 22 OZ NR CASE,0,111.21,12,MICRO BREW,,U16
Lot Matrix,034100516383,LEIN WATERMELON SHANDY 4/6 PK NR CASE,0,37.89,24,MICRO BREW,,U16
Lot Matrix,853927004060,GUNPOWDER FALLS DUNKLE 46 PK NR CASE,0,39.55,24,MICRO BREW,,U16
Lot Matrix,SJMH6,SEAGRAMS JAM ME HAPPY 6/4 PK NR CASE,68,36.19,24,MALT BEVERAGE,,U16
Lot Matrix,EGIHWSH,EVIL GENIUS ILL HAVE WHATE SHE HASE 4/6 PK NR CASE,0,44.99,24,MICRO BREW,,U16
Lot Matrix,YS6PK,YARDS SAISON 4/6 PK NR CASE,0,42.29,24,MICRO BREW,,
Lot Matrix,083820359626,RED STRIPE 4/6 PK NR CASE,-12,35.19,24,BEER IMPORT,,U16
Lot Matrix,796030614910,KONA HANALEI 4/6 PK NR CASE,54,45.99,24,MICRO BREW,,U16
Lot Matrix,796030313998, KONA KOKO BROWN 4/6 PK NRSEASONAL DONE CASE,0,45.99,24,MICRO BREW,,U16
Standard,630279752449,VICTORY SUMMER LOVE 16 OZ CAN LOOSE CASE,0,52.89,1,MICRO BREW,,U16
Lot Matrix,630279752012,VICTORY SUMMER LOVE 4/6 PK NR CASE,-6,41.29,24,MICRO BREW,,U16
Lot Matrix,630279752333,VICTORY SUMMER LOVE 2/12 PK 12 OZ CAN CASE,-24,37.89,24,MICRO BREW,,U16
Lot Matrix,034100584054,LEIN CANOE PADDLER 4/6 PK NR CASE,0,37.89,24,MICRO BREW,,U16
Lot Matrix,034100516208,LEIN GRAPEFRUIT SHANDY 2/12 PK NR CASE,36,37.89,24,MICRO BREW,,U16
Lot Matrix,343811,LEIN GRAPEFRUIT 4/6 PK NR CASE,6,37.89,24,MICRO BREW,,U16
Lot Matrix,786243620013,FLYING DOG BLENDERS VARIETY 2/12 PK NR CASE,36,51.99,24,MICRO BREW,,U16
Lot Matrix,853759000544,SOUTHERN TIER THICK MINT 6/4 PK NR CASE,48,122.37,24,MICRO BREW,,U16
Lot Matrix,851621000067,KRONOBOURG 1664 BLANC 4/6 PK NR CASE,12,42.99,24,BEER IMPORT,,U16
Lot Matrix,089826900206,TECATE LIGHT 2/12 PK CAN CASE,24,20.29,24,BEER IMPORT,,U16
Lot Matrix,719751202013,BIRRA MORETTI LA ROSSA DOPPLEBOCK 4/6 PK NR CASE,6,39.89,24,BEER IMPORT,,U16
Lot Matrix,092000020188,NOT YOUR MOMS STRAWBERRY RHUBARB 4/6 PK NR CASE,96,47.69,24,MICRO BREW,,
Lot Matrix,092000020164,NOT YOUR MOMS APPLE PIE 4/6 PK NR CASE,96,47.69,24,MICRO BREW,,U16
Lot Matrix,340211,MILLER HIGH LIFE 4/6 PK NR CASE,12,21.89,24,BEER DOMESTIC,,U16
Lot Matrix,635985007449,MIKES HARD BLACK CHERRY 4/6 PK NR CASE,54,38.19,24,MALT BEVERAGE,,
Lot Matrix,CBRS,CIDER BOYS RASP. SMASH 4/6 PK NR CASE,0,46.39,24,MICRO BREW,,U16
Lot Matrix,ST3CPO22,SOUTHERN TIER 3 CITRUS PEEL OUT 22 OZ BOTTLE CASE,16,91.99,12,MICRO BREW,,U16
Lot Matrix,ST3C66,NOT AVAIL,0,100.06,24,MICRO BREW,,U16
Lot Matrix,ST LD66,SOUTHERN TIER LEMON DROP 4/6 PK NR CASE,0,42.29,24,MICRO BREW,,U16
Lot Matrix,ST2XUN,SOUTHERN TIER 2X UNFILTERED 4/6 PK NR CASE,0,46.39,24,MICRO BREW,,U16
Lot Matrix,SA66,STIEGL AUSTRIAN RAD GRAPEFRUIT NR CASE,6,47.69,24,MICRO BREW,,U16
Standard,STOV15PK,SOUTHERN TIER OVERPACK VARIETY 15 PK CAN,1,23.89,1,MICRO BREW,,U16
Lot Matrix,CBMA66,CIDER BOYS MAGIC APPLE 4/6 PK NR CASE,0,46.39,24,MICRO BREW,,U16
Lot Matrix,853759000889,SOUTHERN TIER 2X UNFILTERED 4/6 PK NR CASE,18,46.39,24,MICRO BREW,,U16
Lot Matrix,STNSCAN,SOUTHERN TIER NEU SKOOL 4/6 PK CAN CASE,12,43.69,24,MICRO BREW,,U16
Lot Matrix,034100516093,LEIN SUMMER SHANDY 2/12 PK CAN CASE,0,33.89,24,MICRO BREW,,U16
Standard,859612001376,21ST AMEND HELL OR HIGH WATERMELON 15 PK CAN ,10,18.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,642860400325,FOUNDERS KBS 25 OZ NR CASE,0,247.13,12,MICRO BREW,MICRO BREW,U16
Lot Matrix,856757002336,EPIC ELDER BRETT 22 OZ NR CASE,10,154.59,12,MICRO BREW,,
Lot Matrix,638170305719,PARADOX #490 16.9 OZ NR CASE,1,167.19,12,MICRO BREW,,U16
Lot Matrix,080660956831,CORONA FAMILIAR 32 OZ NR CASE,5,42.89,12,General,,
Lot Matrix,681745111116,BLUE POINT TOASTED LAGER 4/6 PK NR CASE,30,41.89,24,MICRO BREW,,U16
Lot Matrix,088573800036,SHINER STRAWBERRY BLONDE 4/6 PK NR CASE,72,36.29,24,MICRO BREW,,U16
Lot Matrix,082000782513,SMIRNOFF RED WHITE & BLUEBERRY 4/6 PK NR CASE ,0,37.79,24,MALT BEVERAGE,,U16
Lot Matrix,852941005374,LIQUID HERO JUSTE LE BOUT 4/6 PK CAN CASE,0,42.75,24,MICRO BREW,,U16
Lot Matrix,763176800019,DESCHUTES HOP SLICE SUMMER ALE NR 6 PK CASE,-12,37.79,24,MICRO BREW,,U16
Lot Matrix,343931,REDDS WICKED STRAWBERRY KIWI 24 OZ CAN CASE,13,24.99,12,MICRO BREW,,
Lot Matrix,071990170448,BLUE MOON ALUMINUM 16 OZ NR 4/6 PK CASE,120,48.99,24,MICRO BREW,,U16
Standard,080660957760,MODELO ESPECIAL NR LOOSE CASE,0,36.29,1,BEER IMPORT,,U16
Lot Matrix,763176300014,DESCHUTES MIRROR POND PALE ALE 4/6 PK NR CASE,42,46.89,24,MICRO BREW,,U16
Lot Matrix,636251740800,ARROGANT BASTARD 16 OZ CAN 4/6 PK,6,49.29,24,MICRO BREW,,U16
Lot Matrix,636251780004,ARROGANT BASTARD 22 OZ NR CASE CASE,14,58.29,12,MICRO BREW,,U16
Lot Matrix,BO6,BELLS OBERON 4/6 PK NR CASE,24,37.99,24,MICRO BREW,,U16
Lot Matrix,DCBOG,DUCLAW BLOOD ORANGE GYPSY 4/6 PK NR CASE,0,43.99,24,MICRO BREW,,U16
Lot Matrix,DDLF,DU CLAW DIRTY LIL FREAK 4/6 PK NR CASE,36,43.99,24,MICRO BREW,,U16
Lot Matrix,DF,DU CLAW FUNK 4/6 PK NR CASE,30,38.49,24,MICRO BREW,,U16
Lot Matrix,EDA,ERIE RAIL BENDER ALE 4/6 PK NR CASE,54,38.45,24,MICRO BREW,,U16
Lot Matrix,ESS,ERIE SOLEIL SHANDY 4/6 PK NR CASE,24,38.45,24,MICRO BREW,,U16
Lot Matrix,EV66,ERIE VARIETY 2/12 PK NR CASE,12,40.19,24,MICRO BREW,,U16
Lot Matrix,OSA,ORIGINAL SIN APRICOT DO NOT ORDER AGAIN,0,51.69,24,General,,
Lot Matrix,OSHC,ORIGINAL SIN HARD CIDER 4/6 PK NR CASE,6,47.29,24,MICRO BREW,,U16
Lot Matrix,731760103358,HEAVY SEAS LOOSE CANNON 4/6 PK NR CASE,66,41.99,24,MICRO BREW,,U16
Lot Matrix,636251770128,STONE IPA 4/6 PK NR CASE,30,43.99,24,MICRO BREW,,U16
Standard,786150000380,STELLA 12 OZ NR LOOSE CASE,14,32.99,1,BEER IMPORT,,U16
Standard,852304007014,TERRAPIN RECREATION ALE 15 PK CAN,0,18.79,1,MICRO BREW,,U16
Lot Matrix,853575001541,SLY FOX VARIETY 2/12 PK CAN CASE,-36,40.19,24,MICRO BREW,,U16
Lot Matrix,094922257888,ORIGINAL SIN PEAR CIDER 4/6 PK NR CASE,12,47.29,24,MICRO BREW,,U16
Lot Matrix,853575001701,SLY FOX 360 IPA 6/4PK 16 OZ CAN CASE,44,43.99,24,MICRO BREW,,U16
Lot Matrix,796030214943,KONA LONGBOARD 4/6 PK CASE,0,45.89,24,MICRO BREW,,U16
Lot Matrix,852797006662,EVOLUTION DELMARVA PURE PILS 4/6 PK NR CASE,54,43.79,24,MICRO BREW,,U16
Lot Matrix,605881315290,WEYERBACHER FINALLY LEGAL 6/4 PK NR CASE,12,91.55,24,MICRO BREW,,U16
Lot Matrix,605881313517,WEYERBACHER WIT 4/6 PK NR CASE,0,44.79,24,MICRO BREW,,U16
Lot Matrix,790586090129,GREAT DEVIDE ROADIE 4/6 PK CAN CASE,0,49.29,24,MICRO BREW,,U16
Lot Matrix,790586130122,GREAT DEVIDE YETI 4/6 PK CAN CASE,6,55.69,24,MICRO BREW,,U16
Lot Matrix,041827900241,HARPOON UFO HUCKLEBERRY 4/6 PK NR CASE,48,40.49,24,MICRO BREW,,U16
Lot Matrix,087692001096,SAM ADAMS SUMMER ALE 2/12 CAN CASE,96,42.19,24,MICRO BREW,,U16
Standard,20000000,BEERINK GIFT CARD,-11,0.00,1,General,,
Lot Matrix,611250210110,FLYING FISH FARM HOUSE SUMMER ALE 2/12 PK CAN CASE,0,40.89,24,MICRO BREW,,U16
Lot Matrix,611250210134,FLYING FISH DAYLIGHT SAVINGS IPA 2/12 PK CAN CASE,36,40.89,24,MICRO BREW,,U16
Lot Matrix,FFSA6,FLYING FISH SUMMER ALE 4/6 PK NR CASE,24,39.49,24,MICRO BREW,,U16
Standard,SALE,REDD GREEN APPLE 12 PK SALE PRICE,0,7.99,1,MICRO BREW,,U16
Standard,SAH6,SAM ADAMS HOPSCAPE NR 6 PK,0,7.99,1,MICRO BREW,,U16
Lot Matrix,681745111178,BLUE POINT SUMMER ALE 4/6 PK NR CASE,0,41.89,24,MICRO BREW,,U16
Lot Matrix,853897002301,SPIKED SELTZER WEST INDIES LIME 4/6 PK CAN CASE,90,39.89,24,MICRO BREW,,U16
Standard,KL36,KEYSTONE LIGHT 36 PACK,120,18.99,1,BEER DOMESTIC,,U16
Standard,070310010051,LABATTS LIGHT 16 OZ CAN LOOSE CASE,1,21.99,1,BEER IMPORT,,U16
Standard,070310010877,LABATTS BLUE 16 OZ CAN LOOSE CASE,7,99.99,1,BEER IMPORT,,U16
Lot Matrix,070310009765,LABATTS LIGHT LIME 4/6 PK NR CASE,90,28.69,24,BEER IMPORT,,U16
Standard,070310011683,LABATTS LIGHT LIME 30 PK,2,29.59,1,BEER IMPORT,,U16
Lot Matrix,700445010069,SEA DOG BLUEBERRY 4/6 PK NR CASE,180,40.59,24,BEER DOMESTIC,,U16
Lot Matrix,088573010053,SHINER RUBY REDBIRD 4/6 PK CAN CASE,42,36.29,24,MICRO BREW,,U16
Lot Matrix,614036220112,NEW HOLLAND DRAONS MILK 24 OZ NR CASE,8,102.75,12,MICRO BREW,,U16
Standard,819942000531,OSCAR BLUES PINNER 16 PK CAN,0,20.99,1,MICRO BREW,,U16
Lot Matrix,614036001063,NEW HOLLAND DRAGONS MILK 6/4 PK NR CASE,0,105.56,24,MICRO BREW,,U16
Lot Matrix,786243570301,FLYING DOG NUMERO UNO 4/6 PK CAN CASE,18,43.59,24,MICRO BREW,,U16
Lot Matrix,798449008120,ACE PINEAPPLE CIDER 4/6 PK NR CASE,6,54.89,24,MICRO BREW,,U16
Lot Matrix,752245122787,WEIHENSTEPKANER KRISTALL 4/6 PK NR CASE,0,59.08,24,MICRO BREW,,U16
Lot Matrix,WM22,VICTORY WHITE MONKEY 25.4 OZ NR CASE,19,249.99,12,MICRO BREW,,U16
Lot Matrix,702770084043,OMISSION ULTIMATE LIGHT 4/6 PK NR CASE,0,49.69,24,MICRO BREW,,U16
Lot Matrix,BV24,BOULEVARD VARIETY 2/12 PK CAN CASE,0,44.39,24,MICRO BREW,,U16
Lot Matrix,OHP66,OMMEGANG HENNI PIN 6/4 PK NR CASE,32,68.99,24,SAISON BEERS,,U16
Lot Matrix,RHS66,RIVER HORSE SUMMER BLONDE 4/6 PK NR CASE,0,0.00,24,MICRO BREW,,U16
Lot Matrix,RHT66,RIVER HORSE TRIPPLE HORSE 4/6 PK NR CASE,0,0.00,24,MICRO BREW,,U16
Lot Matrix,RHH66,RIVER HORSE HIPPOTIZING IPA 4/6 PK NR CASE,0,0.00,24,MICRO BREW,,U16
Standard,089826300235,DOS  EQUIS DXX SPECIAL LAGER 20 - 7 OZ NR CASE,0,12.99,1,BEER IMPORT,,U16
Lot Matrix,848557000155,CRABBIES RASPBERRY 12 OZ 6/4 PK NR CASE,36,57.99,24,MICRO BREW,,U16
Lot Matrix,754527007683,NEW BELGIUM JUICY WATERMELON 2/12 PK CAN CASE,60,40.99,24,MICRO BREW,,U16
Lot Matrix,606905008600,ITHACA FLOWER POWER 4/6 PK CAN CASE,18,52.39,24,MICRO BREW,,U16
Standard,LSS16,LEINENKUGEL SUMMER SHANDY 1/6 BARREL,0,76.29,1,MICRO BREW,,B16
Lot Matrix,630279887127,VICTORY VARIETY 2/12 PK CAN CASE,-24,37.89,24,MICRO BREW,,U16
Lot Matrix,RKS46,REDDS STRAWBERRY KIWI 16 OZ CAN,72,0.00,24,MICRO BREW,,U16
Lot Matrix,018200283208,BUD LIGHT PINAPPLE SPLASH 4/6 PK NR CASE,6,35.89,24,MALT BEVERAGE,,U16
Lot Matrix,081706000013,CHIMAY PERES TRAPPISTES 6/4 PK NR CASE,16,140.45,24,BEER IMPORT,,U16
Lot Matrix,STR66,SHOCK TOP RUBY4/6 PK NR CASE,6,37.89,24,MICRO BREW,,U16
Lot Matrix,608752007010,RIVER HORSE SUMMER BLONDE 4/6 PK NR CASE,6,43.66,24,MICRO BREW,,U16
Lot Matrix,608752010010,RIVER HORSE TRIPLE HORSE 4/6 PK NR CASE,42,59.99,24,MICRO BREW,,U16
Lot Matrix,608752028015,RIVER HORSE HIPPOTIZING IPA 4/6 PK NR CASE,0,54.59,24,MICRO BREW,,
Lot Matrix,635985132172,MIKES HARDER STRAWBERRY PINEAPPLE 23.5 OZ CAN CASE,9,31.69,12,General,,U16
Lot Matrix,SCC66,SEAGRAMS CALYPSO COLADA 2/12 PK NR CASE,60,36.19,24,MALT BEVERAGE,,U16
Lot Matrix,070310014523,SEAGRAMS STRAWBERRY DAIQUIRI 2/12 PK NR CASE,-12,36.19,24,MALT BEVERAGE,,U16
Lot Matrix,672438001012,NOT AVAIL,0,71.49,24,MICRO BREW,,U16
Lot Matrix,672438000473,BALLAST POINT SCULPIN IPA 4/6 PK CAN CASE,6,65.99,24,MICRO BREW,,U16
Lot Matrix,731760303352,HEAVY SEAS LOOSE CANNON HOP3 IPA 4/6 PK CAN CASE,0,41.99,24,MICRO BREW,,U16
Lot Matrix,731760203126,HEAVY SEAS DOUBLE CANNON DOUBLE IPA 4/6 PK NR CASE,0,41.99,24,MICRO BREW,,U16
Lot Matrix,798304393651,FEGLEYS BREWWORKS VARIETY 2/12 PK NR CASE,36,50.69,24,MICRO BREW,,U16
Lot Matrix,798304094213,FEGLEYS BREWWORKS HOP SOLUTELY TRIPLE IPA 6/4 PK NR CASE,44,71.49,24,MICRO BREW,,U16
Lot Matrix,853575001138,SLY FOX RASPBERRY RESERVE 750 ML CASE,13,95.79,12,MICRO BREW,,U16
Lot Matrix,723830300477,LAGUNITAS 12TH OF NEVER ALE 2/12 PK CAN CASE,0,42.29,24,MICRO BREW,,U16
Lot Matrix,660588100105,YARDS POOR RICHARDS TAVERN SPRUCE 4/6 PK NR CASE,18,44.99,24,MICRO BREW,,U16
Lot Matrix,RRWKS,RUSTY RAIL WOLF KINGSTOUT6/4 PK NR CASE,12,53.79,24,MICRO BREW,,U16
Standard,859612001345,21ST ADMENDMENT VARIETY CAN 15 PK,1,18.99,1,MICRO BREW,,U16
Lot Matrix,SNPP,SIERRA NEVADA VARIETY 2/12 PK NR CASE,180,39.69,24,MICRO BREW,,U16
Lot Matrix,816014020466,SOUTHERN TIER NU SKOOL IPA 2/12 PK CAN CASE,0,41.99,24,MICRO BREW,,U16
Lot Matrix,786243580003,FLYING DOG DEAD RISE SUMMER ALE 2/12 PK CAN CASE,0,43.59,24,MICRO BREW,,U16
Lot Matrix,786243580034,FLYING DOG RAGING BITCH BELGIAN IPA 2/12 PK CAN CASE,48,47.89,24,MICRO BREW,,U16
Lot Matrix,856222006104,EINSTOK ICELAND WHITE ALE 4/6 PK CAN CASE,12,44.99,24,MICRO BREW,,U16
Lot Matrix,856222006326,EINSTOK ICELANDIC ARTIC BERRY 4/6 PK CAN CASE,48,47.89,24,MICRO BREW,,U16
Lot Matrix,856222006197,EINSTOK ICELANDIC ARTIC PALE ALE 4/6 PK CAN CASE,66,44.99,24,MICRO BREW,,U16
Lot Matrix,786243580027,FLYING DOG BLOOD LINE ORANGE 2 /12 PK CAN CASE,12,49.99,24,MICRO BREW,,U16
Lot Matrix,786243560036,FLYING DOG GONZO IMPERIAL STOUT PORTER 4/6 PK NR CASE,18,63.39,24,MICRO BREW,,U16
Lot Matrix,088733902068,CIDER BOYS PEACH 2/12 PK CAN CASE,0,46.49,24,MICRO BREW,,U16
Lot Matrix,793866590067,LEFT HAND INTROVERT SESION IPA 4/6 PK CAN CASE,12,51.99,24,MICRO BREW,,U16
Lot Matrix,786243011033,FLYING DOG SUMMER RENTAL RADLER 4/6 PK NR CASE,96,43.59,24,MICRO BREW,,U16
Lot Matrix,LDCS,LANCASTER DBL CHOC STOUT 4/6 PK NR CASE,0,0.00,24,MICRO BREW,,
Lot Matrix,LBH,LANCASTER BOSS HOG 4/6 PK NR CASE,0,38.09,24,MICRO BREW,,U16
Lot Matrix,LIJ,LANCASTER IMPERIAL JOE 4/6 PK NR CASE,0,0.00,24,MICRO BREW,,U16
Standard,3136,LITE 36 PACK CANS,0,27.99,1,BEER DOMESTIC,LITE,U16
Lot Matrix,719256000664,LONG TRAIL VARIETY 2/12 PK NR CASE,24,42.32,24,MICRO BREW,,U16
Lot Matrix,660588240108,YARDS SON OF BEN 4/6 NR CASE,0,44.99,24,MICRO BREW,,U16
Standard,20,Lottery Sales,0,0.00,1,General,,
Standard,21,Instant Sales,0,0.00,1,General,,
Standard,22,Lottery Redeem,0,0.00,1,General,,
Standard,23,Instant Redeem,0,0.00,1,General,,
Standard,034000210923,TAKE 5 SNACK MIX,1,2.19,1,General,,
Standard,034000210732,HERSHEY SNACK MIX,0,2.19,1,General,,
Standard,034000210718,REESES SNACK MIX,2,2.19,1,General,,
Standard,034000380015,HERSHEY SNACK BITES,0,2.19,1,General,,
Standard,034000212613,ALMOND JOY SNACK MIX,2,2.19,1,General,,
Standard,034000380145,MR GOOD SNACK BITES,1,2.19,1,General,,
Lot Matrix,637704081457,TROEGS BOURBON TROEGENATOR 12.7 OZ NR CASE,7,167.31,12,BEER DOMESTIC,,U16
Lot Matrix,853897002295,SPIKED SELTZER VALENCIA ORANGE 4/6 PK CAN CASE,90,39.89,24,MICRO BREW,,
Lot Matrix,630279465325,VICTORY GOLDEN MONKEY 4/6 PK CAN CASE,192,53.29,24,MICRO BREW,,U16
Lot Matrix,VPP24,VICTORY PRIMA PILSNER 2/12 PK CAN CASE,108,37.89,24,MICRO BREW,,U16
Lot Matrix,793866300086,LEFT HAND SAWTOOTH ALE 2/12 PK CAN CASE,48,51.99,24,MICRO BREW,,U16
Lot Matrix,071990095338,BLUE MOON SUMMER HONEY WHEAT 4/6 PK NR CASE,0,39.59,24,MICRO BREW,,
Lot Matrix,071250000195,COLT 45  40 OZ NR CASE,7,30.29,12,BEER DOMESTIC,,U16
Lot Matrix,857209003222,ROY PITZ DO NOT ORDER,0,41.29,24,BEER DOMESTIC,,U16
Lot Matrix,SPECIAL, SPECIAL NR CASE,30,19.99,24,MALT BEVERAGE,,U16
Lot Matrix,630279467329,VICTORY HOPDEVIL IPA 4/6 PK CANS CASE,66,41.29,24,MICRO BREW,,U16
Standard,020735096826,TURKEY HILL PEACH TEA,2,1.59,1,General,,
Standard,020735096949,TURKEY HILL FRUIT PUNCH,3,1.59,1,General,,
Standard,020735096819,TURKEY HILLRASPBERRY TEA,12,1.59,1,General,,
Lot Matrix,10B, APOCALYPSE IPA NR CASEDISC,0,45.89,24,MALT BEVERAGE,,U16
Standard,856895003745,GOLDEN ROAD WOLF PUP SESSION IPA 15 PK CAN,3,20.99,1,MICRO BREW,,U16
Lot Matrix,852313004578,PRESS LEMON GRASS SELTZER CAN 6/4PK CAN CASE,72,38.79,24,MICRO BREW,,U16
Lot Matrix,852313004417,PRESS POMEGRANATE GINGER 6/4 PK CAN CASE,12,38.79,24,MICRO BREW,,U16
Lot Matrix,852313004639,PRESS VARIETY 3/8 PK CAN CASE,0,38.79,24,MICRO BREW,,U16
Lot Matrix,853897002318,SPIKED SELTZER INDIAN RIVER GRAPEFRUIT 4/6 PK CAN CASE,150,39.89,24,MICRO BREW,,U16
Lot Matrix,853897002288,SPIKED SELTZER CAPE COD CRANBERRY CAN CASE,432,39.89,24,MICRO BREW,,U16
Standard,SBL16,ST BONIFACE LIBATION 1/6 KEG,0,86.69,1,MICRO BREW,,B16
Lot Matrix,747301032070,KENTUCKY VANILLA BARREL 4/6 PK NR CASE,0,53.99,24,MICRO BREW,,U16
Lot Matrix,042572050007,CLAUSTHALER NA 4/6 NR CASE,24,30.49,24,BEER NA,,U16
Lot Matrix,012345678905,SPRINGHOUSE DIABOLICAL 4/6 PK CAN CASE,66,44.69,24,MICRO BREW,MICRO BREW,U16
Standard,LL24,LIONS HEAD LIGHT 12 OZ CAN LOOSE,5,14.99,1,MICRO BREW,MICRO BREW,U16
Lot Matrix,018200970085,BUD ALUMINUM 2/12 PK NR CASE,24,24.99,24,BEER DOMESTIC,BUDWEISER,U16
Standard,018200281372,BUD ALUMINUM 16 OZ 20 PK NR CASE,4,19.99,1,BEER DOMESTIC,BUDWEISER,U16
Lot Matrix,083820181876,GUINNESS IRISH WHEAT 4/6 PK NR CASE,132,37.89,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,649440999934,OMMEGANG GAME OF THRONES25 OZ NR CASE,0,123.53,12,MICRO BREW,MICRO BREW,U16
Lot Matrix,649440000067,OMMEGANG PALE SOUR ALE 6/4PK NR CASE,8,68.66,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,649440000463,OMMEGANG BRUNETTA OUD BRUIN ALE 6/4 PK NR CASE,24,68.66,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,616673040467,LANCASTER WILKUM 4/6 PK NR CASE,0,40.09,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,071990095130,BLUE MOON 22 OZ NR CASE,18,36.62,15,MICRO BREW,,U16
Lot Matrix,018200200472, BUD LIGHT SPLASH VARIETY 2/12 PK NR CASE,48,35.89,24,MALT BEVERAGE,,U16
Lot Matrix,636251741524,STONE TANGERINE IPA 22 OZ NR CASE,0,58.29,12,MICRO BREW,MICRO BREW,U16
Lot Matrix,636251741357,STONE RIPPER 4/6 PK CAN CASE,0,43.99,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,347751,LEINENKUGEL 6/4 PK 16 OZ CAN CASE,0,37.99,24,MICRO BREW,,U16
Standard,798373300857,MAGIC HAT IPA PLAYLIST 15 PK,0,20.99,1,MICRO BREW,,U16
Standard,080432802915,NOT AVAIL,0,99.99,1,MALT BEVERAGE,,U16
Lot Matrix,745432181032,BRECKENRIDGE NITRO VANILLA PORTER 6/4 PK CASE,24,59.86,24,MICRO BREW,,U16
Standard,FA15,FOUNDERS AZACCA 15 PK CAN,0,10.99,1,General,,
Standard,786150001424,STELLA 14.9 OZ CAN CASE,2,54.29,1,General,MICRO BREW,
Lot Matrix,018200961588,SHOCK TOP LEMON SHANDY 4/6 PK NR CASE,0,36.99,24,MICRO BREW,,U16
Lot Matrix,630279723326,VICTORY CAGE RADLER 4/6 PK CAN CASE,0,41.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,080020202066,ABITA BLUEBERRY 4/6 PK NR CASE,24,35.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,041827903129,HARPOON UFO WHIT ALE 2/12 PK NR CASE,24,40.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,630279327753,VICTORY HOPPY QUAD 750 ML NR CASE,1,123.24,12,MICRO BREW,MICRO BREW,U16
Lot Matrix,605881315436,WEYERBACHER SEXY MOTHERPUCKER 4/6 PK NR CASE,24,52.39,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,083783150032,SIERRA NEVADABEER CAMP ACROSS THE WORLD 2/12 PK NR CASE,0,56.29,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,856301006087,HIJINX BREWING CITRASQUEEZE 4/6 PK CAN CASE,6,53.49,24,MICRO BREW,MICRO BREW,U16
Lot Matrix,071990386412,ZIMA 4/6 PK NR CASE,0,36.29,24,MALT BEVERAGE,,U16
Lot Matrix,630279445143,VICTORY HOME GROWN AMERICAN LAGER 2/12 PK NR CASE,36,41.29,24,MICRO BREW,,U16
Lot Matrix,611269108026,RED BULL 6/4 PK CAN CASE,3,50.70,24,SODA,,
Lot Matrix,754527001476,NEW BELGIUM KRIEK 750 ML NR CASE,5,174.65,12,MICRO BREW,,U16
Standard,858106001922,STARR HILL SUMMER JAM 16 PK,0,21.89,1,MICRO BREW,,U16
Lot Matrix,713757492201,THOMAS HOOKER NO FILTERS 4/6 PK CAN CASE,0,50.70,24,MALT BEVERAGE,,U16
Standard,642860900054,FOUNDERS CENTENIAL IPA CAN 15 PK,8,21.79,1,MICRO BREW,,U16
Lot Matrix,754527001032,NEW BELGIUM PILSENER 4/6 PK NR CASE,12,44.59,24,MICRO BREW,,U16
Lot Matrix,BO46,BELLS OBERON ALE 6/4 PK 16 OZ CAN CASE,24,43.94,24,MICRO BREW,,U16
Lot Matrix,SIPACAN,STONE IPA 2/12 PK CAN CASE,30,44.34,24,MICRO BREW,,U16
Lot Matrix,DSBJH,DU CLAW SWEET BABY JAVA HEAD 4/6 PK NR CASE,12,43.94,24,MICRO BREW,,U16
Lot Matrix,SWH24,SWEET WATER HASH 2/12 PK CAN CASE,168,42.29,24,MICRO BREW,,U16
Lot Matrix,089924000136,YUENGLING SUMMER WHEAT 4/6 PK NR CASE,-6,28.89,24,BEER DOMESTIC,,U16
Lot Matrix,754527006976,NEW BELGIUM DAYBLAZER 4/6 PK CAN CASE,30,44.59,24,MICRO BREW,,U16
Standard,342400,HERSHEY MILK CHOC BAR,24,1.19,1,General,,
Lot Matrix,853897002196,SPIKED SELTZER ORANGE 4/6 PK NR CASE,150,39.89,24,MALT BEVERAGE,,U16
Lot Matrix,637704076101,TROEGS SUNSHINE PILS 2/12 PK CAN CASE,48,39.49,24,MICRO BREW,,U16
Lot Matrix,087692004745,TRUELY LIME 2/12 PK CANS CASE,24,38.39,24,MALT BEVERAGE,,U16
Lot Matrix,641455210905,DU CLAW HOP HAMMER IPA 4/6 PK NR CASE,36,43.99,24,MICRO BREW,,U16
Lot Matrix,641455210127,DU CLAW BARE ASS BLONDE ALE 4/6 PK NR CASE,12,43.99,24,MICRO BREW,,U16
Lot Matrix,636251908293,STONE MOCHA IPA 4/6 PK NR CASE,30,70.49,24,MICRO BREW,,U16
Lot Matrix,853575001411,SLY FOX PIKELAND PILS 4/6 PK CAN CASE,48,36.69,24,MICRO BREW,,U16
Lot Matrix,4079400082905,WOLTERS PILSENER 2/12 PK NR CASE,24,28.89,24,BEER IMPORT,,U16
Lot Matrix,018200258787,NATTY DADDY 4/6 PK 16 OZ CAN CASE,282,19.49,24,BEER DOMESTIC,,U16
